Date Time;Frequency ;Current A;Current B ;Current C ;Voltage AB;Voltage BC;Voltage CA;Active power ;Apparent power (VA);Active energy delivered Wh;Humidity;Temperature
10/7/2021 0:30;60,02;25,52;35,70;20,67;232,84;231,45;232,52;9899,58;3480,38;2589,00;69,06;24,04
10/7/2021 0:45;60,02;25,52;38,71;20,36;232,56;231,42;232,27;10146,72;3475,38;2759,00;69,61;23,78
10/7/2021 1:00;59,99;34,40;43,93;20,19;232,64;231,03;232,34;11935,82;4688,52;2576,00;69,82;23,81
10/7/2021 1:15;59,98;26,19;37,01;20,15;232,43;231,23;231,95;10065,10;3563,06;2709,00;69,64;23,90
10/7/2021 1:30;60,04;34,57;43,89;20,36;233,29;231,86;233,05;11983,44;4726,02;2722,00;69,81;23,93
10/7/2021 1:45;60,02;25,58;36,51;23,89;232,83;231,32;232,32;10282,74;3487,77;2553,00;69,44;24,01
10/7/2021 2:00;59,98;25,60;43,52;18,90;232,68;231,28;232,22;10659,65;3486,80;2841,00;69,24;24,05
10/7/2021 2:15;60,00;33,81;46,63;23,39;233,38;231,92;233,23;12388,46;4624,18;2616,00;69,05;24,02
10/7/2021 2:30;59,99;25,60;35,66;22,61;233,19;231,75;232,73;10109,80;3494,93;2781,00;69,08;23,87
10/7/2021 2:45;60,03;34,47;47,53;23,55;233,60;231,99;233,20;12635,45;4716,41;2656,00;69,01;23,70
10/7/2021 3:00;59,98;26,32;35,46;23,45;233,46;232,09;233,05;10302,81;3597,24;2636,00;69,27;23,78
10/7/2021 3:15;59,99;25,57;37,02;24,88;233,90;232,45;233,50;10436,63;3501,72;2892,00;69,09;23,67
10/7/2021 3:30;60,02;25,63;37,06;20,44;234,19;232,67;233,86;10018,82;3515,76;2511,00;69,23;23,55
10/7/2021 3:45;59,98;25,51;39,98;19,50;232,58;231,25;232,20;10161,86;3473,54;2797,00;69,35;23,37
10/7/2021 4:00;59,98;33,64;45,10;20,72;232,74;231,23;232,38;11954,05;4584,85;2649,00;69,94;23,27
10/7/2021 4:15;60,00;26,07;35,69;18,14;233,32;231,91;232,89;9754,67;3561,34;2748,00;69,91;23,18
10/7/2021 4:30;60,00;34,77;49,50;18,26;233,11;231,70;232,99;12356,14;4751,08;2744,00;70,66;22,76
10/7/2021 4:45;59,96;25,99;35,74;19,92;232,97;231,71;232,62;9936,42;3545,48;2578,00;70,98;22,53
10/7/2021 5:00;60,06;26,01;42,41;19,47;233,57;232,02;233,09;10726,84;3556,48;2784,00;71,49;22,37
10/7/2021 5:15;59,97;26,12;38,85;22,68;233,59;232,06;233,16;10516,34;3572,45;2554,00;72,06;22,42
10/7/2021 5:30;59,99;26,10;40,12;24,98;233,80;232,21;233,39;10821,84;3573,19;2825,00;71,96;22,63
10/7/2021 5:45;60,01;34,05;46,76;24,76;233,54;232,03;233,19;12595,38;4657,47;2686,00;71,26;22,91
10/7/2021 6:00;60,02;26,68;39,13;22,08;233,20;231,94;232,83;10263,06;3642,75;2781,00;71,42;22,86
10/7/2021 6:15;59,99;31,93;46,66;23,29;233,80;232,34;233,70;11938,74;4375,02;2550,00;71,51;22,66
10/7/2021 6:30;60,00;24,05;34,50;17,89;233,72;232,65;233,76;9017,40;3293,89;2483,00;71,33;22,73
10/7/2021 6:45;60,00;24,05;43,18;19,62;234,53;233,34;234,51;10176,92;3305,11;2629,00;71,57;22,45
10/7/2021 7:00;59,97;24,08;36,17;18,55;234,23;233,32;234,01;9216,21;3303,06;2424,00;71,82;22,50
10/7/2021 7:15;59,97;26,66;38,09;17,99;233,99;233,12;233,90;9716,55;3652,65;2612,00;71,83;22,46
10/7/2021 7:30;60,01;24,15;39,28;20,97;233,71;232,61;233,37;9712,86;3304,50;2545,00;71,75;22,45
10/7/2021 7:45;59,97;24,02;35,76;19,96;233,47;232,44;233,10;9300,82;3282,39;2605,00;71,54;22,49
10/7/2021 8:00;60,01;24,69;39,49;19,96;232,02;231,17;231,78;9703,27;3353,67;2394,00;71,12;22,65
10/7/2021 8:15;59,96;24,60;36,00;18,98;231,49;230,57;231,01;9280,80;3331,46;2557,00;70,96;22,64
10/7/2021 8:30;59,99;31,72;42,97;18,41;232,03;231,07;231,61;11019,10;4307,85;2321,00;71,05;22,73
10/7/2021 8:45;59,99;23,80;34,40;19,29;231,37;230,29;231,01;9082,26;3224,34;2479,00;71,18;22,75
10/7/2021 9:00;59,97;31,40;43,26;22,05;230,58;229,52;230,43;11254,83;4242,13;2382,00;70,96;22,87
10/7/2021 9:15;60,00;23,98;37,10;22,14;230,21;229,14;229,92;9586,20;3232,33;2485,00;70,97;22,86
10/7/2021 9:30;60,03;32,08;44,18;23,96;230,49;229,46;230,14;11639,59;4329,68;2572,00;71,08;22,91
10/7/2021 9:45;59,98;24,00;41,52;23,55;229,81;228,73;229,24;10343,11;3226,74;2349,00;71,07;23,02
10/7/2021 10:00;60,01;23,19;34,14;24,40;229,29;228,46;228,89;9392,34;3112,24;2563,00;70,87;23,16
10/7/2021 10:15;59,99;32,65;34,41;24,44;230,06;229,07;229,57;10671,80;4395,41;2341,00;70,73;23,36
10/7/2021 10:30;59,99;23,32;35,72;18,24;229,84;228,66;229,53;9011,79;3139,31;2631,00;70,47;23,49
10/7/2021 10:45;60,04;23,25;34,31;18,45;229,32;228,30;228,94;8900,96;3121,24;2342,00;69,82;23,91
10/7/2021 11:00;60,00;23,31;38,95;17,97;228,96;228,09;228,84;9261,34;3125,65;2560,00;69,48;24,14
10/7/2021 11:15;60,02;24,14;35,53;18,18;229,18;228,19;228,92;9110,69;3240,48;2311,00;68,93;24,36
10/7/2021 11:30;59,98;24,11;39,08;18,15;228,63;227,55;228,35;9613,03;3228,66;2596,00;68,78;24,48
10/7/2021 11:45;60,03;31,95;44,94;18,74;228,56;227,50;228,52;11144,66;4280,39;2380,00;68,11;24,83
10/7/2021 12:00;59,99;23,25;34,13;24,35;228,36;227,46;228,17;9393,61;3110,23;2544,00;67,77;24,99
10/7/2021 12:15;60,00;32,08;46,93;24,11;228,33;227,26;228,20;11840,09;4292,46;2487,00;67,49;25,12
10/7/2021 12:30;60,05;23,31;34,17;23,34;228,61;227,43;228,28;9323,14;3120,39;2435,00;67,30;25,24
10/7/2021 12:45;60,02;32,75;45,18;22,82;228,43;227,25;228,23;11666,38;4384,35;2524,00;67,09;25,31
10/7/2021 13:00;60,01;23,37;40,37;22,76;228,32;227,00;227,88;9829,34;3124,96;2382,00;66,78;25,48
10/7/2021 13:15;59,97;23,28;37,13;18,08;228,51;227,14;227,97;9209,68;3114,69;2637,00;66,66;25,46
10/7/2021 13:30;60,04;23,27;39,00;17,31;228,30;227,25;228,00;9185,10;3111,14;2361,00;66,57;25,61
10/7/2021 13:45;60,04;23,29;35,71;17,84;228,21;227,29;228,13;8936,15;3113,82;2545,00;66,47;25,60
10/7/2021 14:00;60,01;24,13;34,19;20,45;228,71;227,48;228,58;9177,21;3234,27;2432,00;66,26;25,64
10/7/2021 14:15;60,02;24,10;37,40;19,38;228,33;227,27;228,25;9358,42;3225,23;2568,00;66,15;25,70
10/7/2021 14:30;60,01;32,22;43,58;18,66;228,27;227,06;228,35;11053,44;4314,24;2389,00;66,08;25,92
10/7/2021 14:45;60,01;23,27;40,34;24,22;228,38;227,32;228,30;9899,41;3114,47;2574,00;65,71;26,05
10/7/2021 15:00;60,02;32,32;44,83;18,12;228,86;227,72;228,93;11146,25;4337,31;2469,00;65,24;26,25
10/7/2021 15:15;59,97;24,07;34,36;18,08;228,36;227,46;228,32;8978,11;3220,87;2446,00;65,01;26,35
10/7/2021 15:30;60,04;33,12;44,02;17,47;228,78;227,59;228,68;11172,19;4441,90;2478,00;64,64;26,41
10/7/2021 15:45;60,01;23,31;35,99;17,47;228,75;227,84;228,70;8961,08;3124,50;2331,00;64,00;26,60
10/7/2021 16:00;60,02;23,49;39,42;19,10;229,29;228,34;229,16;9418,84;3156,22;2605,00;63,68;26,73
10/7/2021 16:15;59,97;23,48;37,80;23,51;229,01;227,90;228,75;9694,89;3149,63;2393,00;63,33;26,73
10/7/2021 16:30;59,95;24,20;38,89;18,82;229,43;228,36;229,17;9460,78;3252,59;2748,00;63,41;26,61
10/7/2021 16:45;60,03;32,15;44,81;21,14;230,02;228,86;229,85;11411,80;4334,03;2460,00;63,57;26,52
10/7/2021 17:00;60,01;23,55;40,60;22,98;230,24;229,38;230,32;9909,03;3178,21;2652,00;64,02;26,41
10/7/2021 17:15;59,97;31,85;43,30;22,21;230,36;229,28;230,35;11371,99;4301,67;2534,00;64,54;26,17
10/7/2021 17:30;60,02;23,37;37,62;22,04;230,30;229,09;229,41;9545,34;3148,04;2430,00;64,62;26,10
10/7/2021 17:45;60,03;24,18;37,65;22,85;230,41;229,17;229,54;9752,28;3259,31;2629,00;64,81;26,10
10/7/2021 18:00;59,99;23,36;34,28;23,72;229,90;228,82;229,58;9386,69;3146,08;2342,00;65,28;26,05
10/7/2021 18:15;59,96;23,38;39,10;19,51;228,75;227,35;228,35;9476,43;3132,08;2676,00;65,43;25,99
10/7/2021 18:30;59,93;34,27;45,71;19,81;229,90;228,21;229,53;11943,94;4618,04;2496,00;65,40;25,87
10/7/2021 18:45;60,01;26,30;36,62;20,92;231,57;229,92;230,96;10116,71;3565,80;2811,00;65,47;25,79
10/7/2021 19:00;60,02;34,89;47,85;20,03;231,77;230,21;231,32;12349,04;4737,40;2812,00;65,64;25,61
10/7/2021 19:15;59,97;25,66;37,03;18,11;231,90;230,24;231,33;9786,04;3485,39;2596,00;65,96;25,65
10/7/2021 19:30;60,00;25,61;39,28;22,55;232,20;230,60;231,72;10632,85;3483,47;2811,00;66,51;25,61
10/7/2021 19:45;60,00;25,58;35,48;23,28;232,34;230,61;231,81;10152,33;3481,35;2525,00;66,39;25,57
10/7/2021 20:00;60,02;26,21;35,45;23,45;231,81;230,18;231,32;10263,98;3559,43;2755,00;66,44;25,45
10/7/2021 20:15;59,99;34,28;45,76;22,52;232,15;230,36;231,72;12285,66;4663,58;2623,00;66,38;25,47
10/7/2021 20:30;60,02;25,51;41,56;24,83;232,39;230,74;231,93;10814,97;3472,55;2778,00;66,59;25,41
10/7/2021 20:45;59,99;34,10;45,45;20,99;231,77;229,91;231,52;12058,34;4634,50;2757,00;66,42;25,17
10/7/2021 21:00;60,04;25,55;35,40;20,76;232,02;230,29;231,63;10014,42;3474,15;2669,00;66,42;25,17
10/7/2021 21:15;59,93;26,24;35,71;23,60;231,98;230,19;231,43;10302,84;3564,99;2810,00;65,85;24,78
10/7/2021 21:30;59,99;25,53;37,17;20,24;232,37;230,68;232,00;9990,54;3476,86;2576,00;65,99;24,46
10/7/2021 21:45;59,94;25,48;37,19;20,23;232,49;230,73;232,11;9977,24;3471,81;2821,00;66,27;24,27
10/7/2021 22:00;59,99;33,79;47,29;20,92;231,94;230,12;231,66;12178,68;4594,37;2611,00;66,35;24,22
10/7/2021 22:15;60,01;26,11;36,42;19,40;231,80;230,05;231,50;9933,84;3546,77;2705,00;66,69;24,04
10/7/2021 22:30;59,99;33,63;45,01;20,11;231,45;229,62;231,08;11865,38;4562,37;2713,00;66,86;23,99
10/7/2021 22:45;60,04;25,44;40,26;20,24;231,80;230,01;231,31;10225,91;3454,14;2596,00;66,82;24,02
10/7/2021 23:00;60,01;25,43;35,24;19,44;232,27;230,56;231,87;9723,02;3460,28;2725,00;67,22;23,77
10/7/2021 23:15;59,99;26,14;35,40;24,14;232,61;230,84;232,16;10290,51;3562,18;2474,00;67,50;23,77
10/7/2021 23:30;59,99;26,29;38,57;23,39;233,09;231,24;232,47;10566,16;3588,19;2825,00;67,75;23,63
10/7/2021 23:45;59,96;33,63;45,69;22,67;233,54;231,62;233,11;12237,77;4602,49;2635,00;67,82;23,50
11/7/2021 0:00;60,03;25,53;41,45;23,62;233,75;232,01;233,29;10711,35;3495,23;2681,00;68,23;23,36
11/7/2021 0:15;59,99;25,53;36,54;24,80;233,71;231,91;233,24;10376,27;3495,35;2761,00;68,19;23,43
11/7/2021 0:30;60,02;26,26;36,42;25,09;234,24;232,52;233,81;10551,88;3603,34;2585,00;68,04;23,45
11/7/2021 0:45;60,01;25,57;38,78;20,40;234,54;232,87;234,17;10184,90;3513,81;2800,00;68,09;23,40
11/7/2021 1:00;59,96;25,61;36,94;20,12;234,57;232,97;234,32;9988,21;3520,47;2602,00;68,22;23,41
11/7/2021 1:15;60,00;25,55;35,47;20,42;234,78;233,02;234,34;9895,72;3514,20;2815,00;68,15;23,47
11/7/2021 1:30;60,07;34,42;43,82;18,99;235,09;233,34;234,79;11899,45;4742,11;2581,00;68,14;23,47
11/7/2021 1:45;59,99;25,61;35,33;18,32;234,98;233,31;234,49;9698,68;3524,39;2710,00;68,84;23,19
11/7/2021 2:00;59,98;33,91;48,52;19,21;235,20;233,42;234,81;12211,05;4672,66;2684,00;68,79;23,26
11/7/2021 2:15;59,99;25,50;38,10;23,46;234,67;232,93;234,27;10408,64;3505,73;2693,00;68,79;23,26
11/7/2021 2:30;60,02;34,52;43,43;24,12;234,79;233,05;234,55;12367,76;4749,26;2785,00;69,15;23,03
11/7/2021 2:45;59,99;25,30;34,45;24,09;234,87;233,17;234,44;10105,76;3480,68;2486,00;69,10;23,17
11/7/2021 3:00;59,97;25,07;33,94;24,86;234,96;233,32;234,51;10084,41;3449,07;2731,00;69,12;23,16
11/7/2021 3:15;59,99;24,23;36,31;25,79;235,06;233,48;234,58;10205,78;3334,90;2563,00;69,36;23,16
11/7/2021 3:30;59,99;24,95;37,72;18,32;235,08;233,52;234,74;9715,71;3434,87;2604,00;69,53;23,20
11/7/2021 3:45;60,00;25,01;34,00;18,31;235,31;233,69;234,87;9406,26;3445,45;2392,00;69,48;23,21
11/7/2021 4:00;60,05;24,10;34,05;20,32;235,34;233,75;234,95;9458,92;3320,54;2602,00;69,98;22,96
11/7/2021 4:15;60,00;31,75;45,66;19,55;235,30;233,60;235,00;11635,95;4377,28;2451,00;70,19;23,02
11/7/2021 4:30;59,99;24,91;37,83;18,38;235,46;233,84;235,05;9730,67;3434,66;2693,00;70,05;23,13
11/7/2021 4:45;59,99;32,09;46,05;19,67;235,53;233,81;235,27;11708,81;4428,47;2514,00;70,05;23,13
11/7/2021 5:00;59,99;24,11;32,61;20,89;235,55;233,92;235,21;9389,67;3325,99;2565,00;70,27;23,13
11/7/2021 5:15;60,01;31,97;44,76;20,51;235,73;234,07;235,46;11685,57;4414,25;2568,00;70,49;23,12
11/7/2021 5:30;60,01;24,93;32,95;18,37;235,62;233,92;235,19;9315,47;3440,13;2407,00;70,96;22,85
11/7/2021 5:45;60,01;24,06;35,46;19,02;235,46;233,83;235,04;9450,10;3317,48;2575,00;71,39;22,62
11/7/2021 6:00;60,03;24,07;36,71;17,35;235,39;233,93;235,27;9109,45;3320,33;2379,00;71,66;22,77
11/7/2021 6:15;60,04;24,40;32,73;20,09;234,85;233,41;234,81;9065,96;3357,67;2433,00;71,83;22,58
11/7/2021 6:30;60,00;23,46;31,44;18,62;235,26;233,86;235,19;8554,72;3234,56;2234,00;72,04;22,65
11/7/2021 6:45;60,04;22,70;31,58;25,10;236,26;235,12;236,15;9066,67;3141,80;2432,00;71,70;22,98
11/7/2021 7:00;60,04;22,48;33,54;25,05;236,27;235,01;236,18;9178,12;3112,11;2225,00;71,70;22,98
11/7/2021 7:15;60,03;22,45;31,60;25,25;236,07;234,96;236,09;9031,40;3105,70;2446,00;71,62;22,93
11/7/2021 7:30;59,94;23,18;34,99;24,11;235,13;233,95;234,97;9301,75;3192,67;2223,00;71,66;23,13
11/7/2021 7:45;59,96;23,20;32,77;23,44;234,93;233,82;234,93;9066,29;3193,53;2372,00;71,64;23,30
11/7/2021 8:00;59,99;22,29;34,63;19,62;234,80;233,59;234,64;8744,76;3065,60;2212,00;71,64;23,30
11/7/2021 8:15;59,97;22,24;37,08;17,94;234,28;233,13;234,24;8952,17;3053,02;2443,00;71,26;23,37
11/7/2021 8:30;59,94;22,14;31,45;19,20;233,88;232,72;233,78;8417,25;3032,87;2218,00;71,26;23,37
11/7/2021 8:45;59,96;23,02;33,05;19,22;233,99;232,75;233,88;8670,88;3155,92;2413,00;71,75;23,26
11/7/2021 9:00;59,98;22,12;32,93;19,21;233,41;232,09;233,25;8531,64;3025,36;2215,00;71,87;23,30
11/7/2021 9:15;59,99;22,08;31,42;20,69;233,24;231,95;233,09;8529,51;3018,29;2373,00;71,55;23,40
11/7/2021 9:30;59,93;21,99;34,71;24,66;232,83;231,35;232,63;9171,96;3000,87;2182,00;71,15;23,61
11/7/2021 9:45;59,96;22,81;32,56;19,82;232,49;231,10;232,22;8642,24;3107,14;2440,00;71,04;23,77
11/7/2021 10:00;59,97;21,92;34,27;19,21;232,18;230,76;231,88;8612,13;2982,09;2233,00;70,97;23,86
11/7/2021 10:15;59,97;21,92;31,28;18,23;231,78;230,31;231,52;8292,90;2977,05;2385,00;70,91;23,80
11/7/2021 10:30;59,97;21,95;34,75;19,38;232,46;231,03;232,14;8699,39;2989,52;2152,00;70,55;24,02
11/7/2021 10:45;60,03;22,76;34,78;18,37;232,31;230,83;232,01;8969,70;3097,57;2389,00;70,37;24,18
11/7/2021 11:00;59,96;22,92;32,93;19,09;232,06;230,52;231,60;8640,60;3114,87;2168,00;70,03;24,31
11/7/2021 11:15;60,03;21,82;33,17;24,55;231,60;230,14;231,14;8988,00;2959,44;2412,00;69,70;24,54
11/7/2021 11:30;59,98;29,90;40,29;24,45;231,64;230,10;231,27;10957,94;4057,70;2234,00;69,44;24,65
11/7/2021 11:45;59,99;32,17;35,81;23,65;231,47;230,09;230,98;10397,07;4360,88;2402,00;69,10;24,72
11/7/2021 12:00;60,03;30,62;41,58;22,24;231,80;230,24;231,53;10997,56;4159,38;2300,00;68,93;24,76
11/7/2021 12:15;59,96;21,81;32,89;18,43;231,60;230,07;231,13;8434,59;2958,86;2295,00;68,83;24,83
11/7/2021 12:30;59,98;29,70;43,66;19,26;231,67;230,07;231,43;10973,92;4034,06;2311,00;68,72;24,82
11/7/2021 12:45;60,03;21,82;31,11;17,60;231,75;230,24;231,37;8216,77;2961,80;2166,00;68,55;25,09
11/7/2021 13:00;60,04;30,50;43,49;17,58;231,69;229,99;231,33;10712,56;4141,32;2312,00;68,43;25,05
11/7/2021 13:15;60,04;22,68;31,07;20,62;231,43;229,79;230,90;8596,08;3075,04;2097,00;68,57;25,03
11/7/2021 13:30;60,02;21,79;32,70;19,59;231,14;229,61;230,69;8506,68;2951,01;2441,00;68,56;24,93
11/7/2021 13:45;59,99;21,88;32,44;23,60;231,31;229,66;230,85;8873,13;2964,68;2218,00;68,38;25,23
11/7/2021 14:00;60,02;21,78;32,38;23,54;231,43;229,87;230,96;8860,13;2952,94;2468,00;68,37;25,34
11/7/2021 14:15;60,05;22,72;34,73;23,09;231,46;229,82;230,98;9191,11;3081,03;2211,00;68,24;25,53
11/7/2021 14:30;59,94;21,95;36,53;19,19;230,79;229,35;230,52;8819,97;2968,94;2502,00;67,90;25,72
11/7/2021 14:45;59,99;21,90;31,29;18,14;231,27;229,74;230,74;8293,68;2965,65;2186,00;67,29;26,09
11/7/2021 15:00;60,00;21,88;34,66;18,32;231,23;229,70;230,91;8611,59;2965,66;2452,00;66,69;26,23
11/7/2021 15:15;60,00;29,93;40,24;19,21;231,33;229,84;231,23;10482,52;4059,84;2214,00;66,77;26,14
11/7/2021 15:30;60,01;22,74;34,62;18,91;231,25;229,79;230,88;8758,15;3080,86;2506,00;67,43;25,74
11/7/2021 15:45;60,03;30,04;46,59;23,62;231,48;230,17;231,21;11428,38;4075,54;2283,00;67,84;25,69
11/7/2021 16:00;60,02;22,03;32,58;24,37;231,87;230,59;231,44;8970,04;2991,22;2419,00;68,51;25,53
11/7/2021 16:15;60,01;32,47;43,86;24,45;231,82;230,60;231,56;11637,89;4411,28;2448,00;68,68;25,39
11/7/2021 16:30;59,97;21,98;31,48;23,28;231,91;230,73;231,47;8783,89;2985,63;2198,00;68,80;25,40
11/7/2021 16:45;59,97;22,91;39,81;22,40;231,92;230,59;231,45;9792,14;3111,31;2419,00;68,94;25,33
11/7/2021 17:00;60,02;22,84;32,78;18,40;232,34;231,16;231,89;8559,64;3107,16;2229,00;68,96;25,27
11/7/2021 17:15;60,02;22,81;31,19;19,36;232,33;231,05;231,92;8518,57;3103,14;2421,00;69,06;25,23
11/7/2021 17:30;59,97;22,16;31,21;19,69;232,33;231,28;232,07;8441,76;3016,24;2153,00;69,09;25,21
11/7/2021 17:45;59,99;21,99;32,45;20,06;232,27;231,10;231,98;8562,14;2992,26;2437,00;69,34;25,23
11/7/2021 18:00;60,05;29,75;42,86;18,48;232,69;231,21;232,47;10632,91;4058,02;2371,00;69,57;25,10
11/7/2021 18:15;59,99;21,89;34,60;19,65;231,57;230,17;231,08;8787,14;2968,07;2363,00;70,15;25,01
11/7/2021 18:30;59,96;32,43;41,14;24,94;231,39;229,67;231,01;11805,67;4397,62;2405,00;70,15;25,01
11/7/2021 18:45;59,95;24,44;32,23;24,80;232,26;230,79;231,80;9766,13;3324,99;2426,00;70,66;24,87
11/7/2021 19:00;60,00;23,65;33,92;24,87;232,63;230,92;231,96;9816,44;3221,31;2579,00;70,69;24,94
11/7/2021 19:15;60,03;23,72;37,59;24,89;232,93;231,19;232,15;10346,64;3234,89;2465,00;70,58;24,90
11/7/2021 19:30;59,96;23,75;35,61;19,42;232,32;230,87;231,68;9433,23;3230,47;2611,00;70,51;24,95
11/7/2021 19:45;59,98;31,96;42,43;20,92;232,48;230,76;231,84;11446,42;4351,81;2349,00;70,51;24,88
11/7/2021 20:00;60,00;23,83;33,57;20,11;233,43;231,72;232,61;9338,01;3255,43;2597,00;70,67;24,80
11/7/2021 20:15;60,01;32,66;48,23;18,13;232,81;231,23;232,32;11912,12;4453,99;2451,00;70,65;24,78
11/7/2021 20:30;59,99;23,75;32,35;19,00;232,98;231,41;232,32;9122,83;3239,32;2438,00;70,58;24,72
11/7/2021 20:45;60,03;23,28;35,86;23,27;233,64;232,15;233,11;9778,00;3185,28;2562,00;70,70;24,68
11/7/2021 21:00;59,93;23,27;32,41;23,39;233,21;231,73;232,60;9475,34;3176,94;2421,00;70,76;24,63
11/7/2021 21:15;60,02;23,84;32,46;22,64;233,40;231,88;232,68;9512,86;3257,01;2598,00;70,62;24,62
11/7/2021 21:30;59,98;32,76;46,34;20,03;233,13;231,47;232,70;11855,02;4474,93;2362,00;70,54;24,62
11/7/2021 21:45;59,97;24,63;33,66;25,79;233,87;232,23;233,28;10003,52;3373,30;2642,00;70,30;24,40
11/7/2021 22:00;60,03;33,71;45,76;19,41;233,35;231,46;232,83;11844,71;4608,76;2588,00;70,07;24,38
11/7/2021 22:15;60,04;23,25;32,34;18,17;233,24;231,46;232,54;8966,34;3175,10;2484,00;69,93;24,39
11/7/2021 22:30;60,00;31,44;42,69;19,72;233,20;231,57;232,64;11280,34;4293,93;2607,00;69,89;24,28
11/7/2021 22:45;59,93;32,88;34,12;19,48;233,31;231,83;232,58;10488,08;4488,67;2432,00;70,24;24,11
11/7/2021 23:00;59,98;24,03;32,79;22,64;233,71;232,03;232,98;9563,42;3287,96;2567,00;70,07;24,10
11/7/2021 23:15;59,97;23,32;36,11;22,67;233,78;232,26;233,30;9749,56;3192,32;2377,00;70,40;23,86
11/7/2021 23:30;59,96;23,26;32,68;24,74;233,15;231,47;232,45;9616,24;3174,71;2577,00;70,73;23,80
11/7/2021 23:45;60,05;23,13;35,19;25,60;233,01;231,38;232,31;9880,37;3155,04;2430,00;71,18;23,61
12/7/2021 0:00;59,98;23,24;37,20;19,40;232,77;231,21;232,17;9488,93;3166,69;2678,00;71,18;23,61
12/7/2021 0:15;60,06;24,00;32,60;19,42;233,55;232,00;233,06;9225,74;3282,31;2373,00;71,36;23,51
12/7/2021 0:30;60,04;24,03;32,61;20,20;233,27;231,40;232,77;9283,83;3284,36;2656,00;71,36;23,51
12/7/2021 0:45;60,03;31,41;44,66;18,89;233,27;231,58;233,01;11392,39;4294,22;2378,00;71,36;23,51
12/7/2021 1:00;59,96;23,34;34,25;18,25;233,49;231,89;232,84;9130,77;3190,03;2588,00;71,36;23,51
12/7/2021 1:15;60,00;31,42;44,67;18,22;233,73;231,74;233,29;11326,87;4303,35;2517,00;72,23;23,24
12/7/2021 1:30;60,01;23,39;36,16;19,46;233,72;232,03;233,21;9454,40;3200,98;2550,00;72,41;23,30
12/7/2021 1:45;60,04;32,09;42,53;24,99;233,98;232,26;233,60;11897,87;4398,24;2593,00;72,41;23,30
12/7/2021 2:00;59,99;23,40;39,02;24,08;234,05;232,52;233,76;10135,82;3208,91;2473,00;72,41;23,30
12/7/2021 2:15;59,93;31,35;42,84;24,75;233,56;231,87;233,41;11751,13;4293,31;2680,00;72,82;23,22
12/7/2021 2:30;59,97;23,38;36,15;25,71;234,09;232,46;233,79;10030,48;3207,24;2497,00;72,92;23,16
12/7/2021 2:45;59,97;23,36;32,67;18,25;234,04;232,43;233,62;9014,71;3201,34;2574,00;73,14;23,14
12/7/2021 3:00;60,02;24,09;32,66;19,57;233,95;232,41;233,56;9273,56;3300,21;2363,00;73,21;23,15
12/7/2021 3:15;60,01;24,11;37,79;18,87;234,08;231,90;233,41;9644,05;3302,89;2629,00;73,48;23,11
12/7/2021 3:30;60,01;23,41;34,11;18,92;234,11;232,33;233,69;9207,85;3210,74;2274,00;73,48;23,11
12/7/2021 3:45;59,99;23,44;33,92;19,16;234,47;232,84;234,19;9222,34;3219,75;2591,00;73,49;23,09
12/7/2021 4:00;60,00;23,37;37,37;23,99;234,20;232,74;233,88;9969,20;3205,45;2412,00;73,21;23,12
12/7/2021 4:15;60,03;23,38;32,71;24,68;234,52;232,82;234,01;9623,56;3209,90;2665,00;73,40;23,03
12/7/2021 4:30;60,00;24,15;34,72;25,75;234,65;232,95;234,22;10153,83;3319,20;2414,00;73,51;23,06
12/7/2021 4:45;60,00;24,45;36,16;22,70;234,59;232,97;234,34;9924,41;3360,30;2623,00;73,49;23,12
12/7/2021 5:00;60,06;31,44;42,86;23,74;234,47;232,75;234,21;11714,42;4319,54;2374,00;73,46;23,11
12/7/2021 5:15;59,97;23,45;34,36;18,95;234,47;232,71;233,95;9242,15;3219,42;2601,00;73,46;23,11
12/7/2021 5:30;60,04;31,49;41,28;18,82;234,95;233,25;234,68;11115,26;4335,84;2445,00;73,68;23,13
12/7/2021 5:45;59,95;23,48;34,04;19,72;234,66;233,11;234,22;9291,54;3225,93;2545,00;73,68;23,13
12/7/2021 6:00;59,96;32,05;41,37;17,69;233,75;232,24;233,53;10793,34;4390,52;2509,00;73,68;23,13
12/7/2021 6:15;60,02;23,36;33,11;17,64;233,91;232,45;233,56;8699,07;3200,27;2360,00;73,68;23,13
12/7/2021 6:30;59,98;29,31;53,71;19,99;234,38;232,73;234,22;12210,43;4027,23;2470,00;73,68;23,13
12/7/2021 6:45;59,96;21,66;41,18;24,06;234,48;233,26;234,32;10076,60;2976,01;2648,00;73,30;23,35
12/7/2021 7:00;59,96;29,22;44,43;24,25;233,56;232,29;233,16;11386,85;3996,18;2503,00;73,16;23,43
12/7/2021 7:15;60,04;27,35;48,14;23,14;233,03;231,69;232,51;11832,10;3731,62;2763,00;73,16;23,43
12/7/2021 7:30;60,00;35,38;48,65;22,40;233,16;231,96;232,73;12436,96;4831,16;2684,00;73,16;23,43
12/7/2021 7:45;59,96;27,24;36,39;23,25;231,49;230,65;230,89;10055,23;3689,17;2520,00;73,16;23,43
12/7/2021 8:00;60,02;36,83;51,33;41,53;231,05;229,86;230,57;15913,85;4983,27;3484,00;73,16;23,43
12/7/2021 8:15;59,97;29,70;43,65;42,75;231,17;230,25;230,36;14155,71;4014,14;3646,00;73,16;23,43
